Indent_ID,Truck_Number,Customer_ID,Cluster_ID,MS_Requirement,HSD_Requirement,LDO_Requirement,FO_Requirement,LSHS_Requirement,SKO_Requirement,Latitude,Longitude,Sealing_Status,Customer_Satisfaction,Truck_Capacity
INDENT16419,Cluster19_Truck369,Customer419,Cluster19,35.92,13.46,60.0,16.68,45.95,45.9,27.75204,71.439481,Sealed,Good,360.0
INDENT20,Cluster20_Truck391,Customer20,Cluster20,22.32,13.22,33.36,48.72,38.09,27.96,26.863039,88.497713,Not Sealed,Bad,300.0
INDENT2420,Cluster20_Truck391,Customer420,Cluster20,9.61,38.36,54.95,13.06,56.88,31.24,29.738846,78.82506,Sealed,Good,300.0
INDENT3320,Cluster20_Truck391,Customer1320,Cluster20,55.51,54.48,2.96,14.58,38.36,54.92,11.024624,73.015628,Sealed,Good,300.0
INDENT3820,Cluster20_Truck391,Customer1820,Cluster20,37.45,40.52,10.94,29.09,47.39,33.5,18.879355,80.017283,Not Sealed,Bad,300.0
INDENT15620,Cluster20_Truck391,Customer1620,Cluster20,25.27,20.81,9.17,36.73,5.29,42.38,12.469777,75.624035,Sealed,Good,300.0
INDENT16520,Cluster20_Truck391,Customer520,Cluster20,12.67,46.84,45.94,41.03,1.0,55.09,25.579061,84.636299,Not Sealed,Good,300.0
INDENT17020,Cluster20_Truck391,Customer1020,Cluster20,46.32,36.63,16.34,45.71,32.63,46.8,16.652402,89.699373,Not Sealed,Perfect,300.0
INDENT21,Cluster21_Truck414,Customer21,Cluster21,0.48,1.17,34.98,57.39,43.86,25.26,16.053409,88.280873,Not Sealed,Bad,380.0
INDENT921,Cluster21_Truck414,Customer921,Cluster21,37.52,4.9,24.11,10.17,22.41,23.2,28.863036,78.985465,Sealed,Good,380.0
INDENT1621,Cluster21_Truck414,Customer1621,Cluster21,36.84,24.04,11.28,26.36,30.91,11.0,25.538741,83.89515,Sealed,Good,380.0
INDENT2921,Cluster21_Truck414,Customer921,Cluster21,46.67,41.08,6.89,15.79,4.26,31.17,10.042048,75.215203,Not Sealed,Bad,380.0
INDENT4621,Cluster21_Truck414,Customer621,Cluster21,38.08,3.99,0.17,3.27,57.51,36.95,15.216991,70.222592,Sealed,Good,380.0
INDENT5821,Cluster21_Truck414,Customer1821,Cluster21,21.83,31.1,57.97,52.14,15.89,41.81,21.163231,76.979628,Sealed,Good,380.0
INDENT9821,Cluster21_Truck414,Customer1821,Cluster21,39.84,3.12,38.47,29.76,18.79,9.61,22.642702,86.359816,Not Sealed,Bad,380.0
INDENT10921,Cluster21_Truck414,Customer921,Cluster21,50.52,36.52,46.03,50.24,52.57,53.2,26.734342,77.9509,Not Sealed,Good,380.0
INDENT12421,Cluster21_Truck414,Customer421,Cluster21,44.54,10.49,59.96,14.43,42.89,8.9,26.178366,85.436298,Sealed,Good,380.0
INDENT17921,Cluster21_Truck414,Customer1921,Cluster21,56.36,5.64,50.65,38.67,55.8,24.66,26.314358,88.233927,Not Sealed,Bad,380.0
INDENT22,Cluster22_Truck427,Customer22,Cluster22,34.52,56.19,1.46,32.76,1.58,0.55,26.452772,78.416395,Sealed,Good,240.0
INDENT2022,Cluster22_Truck427,Customer22,Cluster22,37.08,22.2,25.94,34.74,29.33,55.57,18.044097,89.089784,Not Sealed,Perfect,240.0
INDENT2522,Cluster22_Truck427,Customer522,Cluster22,56.35,30.06,39.26,40.51,42.5,10.33,10.901274,80.032168,Not Sealed,Good,240.0
INDENT7322,Cluster22_Truck427,Customer1322,Cluster22,3.6,16.3,57.12,8.56,3.9,28.47,29.453747,83.193611,Not Sealed,Bad,240.0
INDENT8722,Cluster22_Truck427,Customer722,Cluster22,15.02,4.27,6.58,42.54,55.39,3.28,22.20704,75.338111,Not Sealed,Good,240.0
INDENT16822,Cluster22_Truck427,Customer822,Cluster22,35.69,6.73,42.26,6.92,47.54,26.63,10.042271,88.306189,Not Sealed,Bad,240.0
INDENT17422,Cluster22_Truck427,Customer1422,Cluster22,5.23,33.82,15.74,30.07,55.47,54.95,13.154143,77.976207,Not Sealed,Good,240.0
INDENT23,Cluster23_Truck445,Customer23,Cluster23,31.96,44.62,30.71,5.4,48.62,23.15,12.150683,83.812776,Sealed,Good,610.0
INDENT623,Cluster23_Truck445,Customer623,Cluster23,6.6,52.15,51.17,12.2,41.02,2.28,26.454921,83.654394,Not Sealed,Moderate,610.0
INDENT1323,Cluster23_Truck445,Customer1323,Cluster23,12.68,49.67,34.4,48.74,41.16,26.14,11.618655,86.33106,Not Sealed,Bad,610.0
INDENT1623,Cluster23_Truck445,Customer1623,Cluster23,47.82,22.24,14.63,45.67,54.48,39.08,18.092148,80.781367,Sealed,Good,610.0
INDENT3523,Cluster23_Truck445,Customer1523,Cluster23,0.08,26.83,25.14,53.57,11.01,35.37,28.897448,73.831597,Sealed,Good,610.0
INDENT4123,Cluster23_Truck445,Customer123,Cluster23,31.77,3.08,18.48,34.66,15.84,19.34,10.367347,72.637934,Sealed,Good,610.0
INDENT4823,Cluster23_Truck445,Customer823,Cluster23,44.47,10.81,20.48,51.68,10.85,53.87,18.873258,71.380208,Sealed,Good,610.0
INDENT5123,Cluster23_Truck445,Customer1123,Cluster23,27.01,48.2,45.02,0.59,59.64,31.6,29.30901,85.539524,Sealed,Good,610.0
INDENT8123,Cluster23_Truck445,Customer123,Cluster23,21.91,2.94,7.41,54.03,28.13,56.71,16.157258,71.003453,Sealed,Good,610.0
INDENT9823,Cluster23_Truck445,Customer1823,Cluster23,15.61,2.32,44.16,19.71,27.67,17.04,10.47518,70.457631,Not Sealed,Moderate,610.0
INDENT10023,Cluster23_Truck445,Customer23,Cluster23,2.19,59.39,36.18,10.22,39.69,32.98,15.735733,82.170306,Not Sealed,Bad,610.0
INDENT10423,Cluster23_Truck445,Customer423,Cluster23,28.81,41.35,11.5,15.96,22.45,7.77,17.907552,71.697502,Sealed,Good,610.0
INDENT11323,Cluster23_Truck445,Customer1323,Cluster23,43.59,46.26,20.8,26.05,21.8,44.66,14.24138,81.457193,Sealed,Good,610.0
INDENT13023,Cluster23_Truck445,Customer1023,Cluster23,56.98,17.24,7.33,6.64,13.53,59.01,27.364196,86.453001,Sealed,Good,610.0
INDENT13923,Cluster23_Truck445,Customer1923,Cluster23,32.2,42.54,51.25,14.55,23.41,18.77,25.653691,80.037227,Sealed,Good,610.0
INDENT14223,Cluster23_Truck445,Customer223,Cluster23,50.22,23.42,46.81,41.95,52.82,4.07,19.405856,86.005125,Not Sealed,Bad,610.0
INDENT14723,Cluster23_Truck445,Customer723,Cluster23,16.34,10.53,31.33,44.98,39.34,17.53,28.861392,73.330191,Not Sealed,Bad,610.0
INDENT16523,Cluster23_Truck445,Customer523,Cluster23,41.04,25.35,17.74,16.3,53.78,56.96,13.347847,79.374953,Not Sealed,Bad,610.0
INDENT24,Cluster24_Truck476,Customer24,Cluster24,4.22,11.82,35.46,26.45,16.58,54.4,18.992481,80.8747,Not Sealed,Good,210.0
INDENT1324,Cluster24_Truck476,Customer1324,Cluster24,20.69,28.1,37.13,16.89,23.07,1.91,24.664982,79.88499,Not Sealed,Perfect,210.0
INDENT2924,Cluster24_Truck476,Customer924,Cluster24,27.62,42.7,6.18,5.08,53.77,42.96,12.648932,88.179435,Sealed,Good,210.0
INDENT3424,Cluster24_Truck476,Customer1424,Cluster24,48.12,21.4,24.74,6.04,2.98,19.23,13.923424,86.955294,Sealed,Good,210.0
INDENT13224,Cluster24_Truck476,Customer1224,Cluster24,55.44,16.13,30.37,54.5,27.84,33.88,20.219001,78.603675,Sealed,Good,210.0
INDENT17624,Cluster24_Truck476,Customer1624,Cluster24,10.42,58.97,40.02,7.5,5.03,48.17,18.733429,84.526954,Not Sealed,Good,210.0
INDENT25,Cluster25_Truck496,Customer25,Cluster25,57.1,23.51,7.02,53.05,51.0,45.69,11.335754,72.980229,Not Sealed,Good,280.0
INDENT3125,Cluster25_Truck496,Customer1125,Cluster25,30.97,24.54,41.06,43.84,43.26,57.07,10.094965,84.432064,Not Sealed,Perfect,280.0
INDENT8025,Cluster25_Truck496,Customer25,Cluster25,20.1,58.11,26.67,43.12,29.46,24.59,19.168,73.136038,Sealed,Good,280.0
INDENT12225,Cluster25_Truck496,Customer225,Cluster25,51.71,30.15,23.09,37.99,24.7,18.85,21.345901,81.721817,Not Sealed,Good,280.0
INDENT12525,Cluster25_Truck496,Customer525,Cluster25,29.95,28.55,17.57,9.77,46.55,28.89,16.008624,74.706013,Not Sealed,Perfect,280.0
INDENT14025,Cluster25_Truck496,Customer25,Cluster25,52.77,29.35,45.62,35.75,45.47,7.85,28.854806,81.502025,Sealed,Good,280.0
INDENT15325,Cluster25_Truck496,Customer1325,Cluster25,22.04,26.62,45.42,28.86,37.25,52.22,14.590371,74.696636,Not Sealed,Perfect,280.0
INDENT26,Cluster26_Truck501,Customer26,Cluster26,4.67,26.17,24.18,52.19,47.18,0.24,21.668636,80.57464,Sealed,Good,350.0
INDENT1926,Cluster26_Truck501,Customer1926,Cluster26,49.67,5.22,24.6,37.96,45.01,24.16,17.345205,81.019344,Not Sealed,Bad,350.0
INDENT3726,Cluster26_Truck501,Customer1726,Cluster26,29.34,14.77,21.28,55.04,29.64,38.97,17.040604,85.648886,Sealed,Good,350.0
INDENT5526,Cluster26_Truck501,Customer1526,Cluster26,8.8,25.65,59.18,18.19,40.34,38.58,11.371213,71.155996,Not Sealed,Bad,350.0
INDENT7226,Cluster26_Truck501,Customer1226,Cluster26,56.81,39.91,10.81,12.98,8.8,3.04,24.972126,83.676656,Sealed,Good,350.0
INDENT7626,Cluster26_Truck501,Customer1626,Cluster26,8.21,45.95,35.77,35.93,29.15,57.66,11.164234,87.856207,Sealed,Good,350.0
INDENT7726,Cluster26_Truck501,Customer1726,Cluster26,4.21,12.62,29.62,16.4,7.56,10.18,11.240241,75.035061,Sealed,Good,350.0
INDENT12326,Cluster26_Truck501,Customer326,Cluster26,24.64,34.42,15.31,45.85,15.65,11.5,13.717335,88.256943,Sealed,Good,350.0
INDENT14226,Cluster26_Truck501,Customer226,Cluster26,15.65,19.09,36.55,5.84,29.82,40.55,22.80817,79.072201,Not Sealed,Perfect,350.0
INDENT15426,Cluster26_Truck501,Customer1426,Cluster26,9.2,12.37,19.52,21.3,40.4,27.45,18.196061,83.520286,Sealed,Good,350.0
INDENT15926,Cluster26_Truck501,Customer1926,Cluster26,18.67,32.15,46.88,29.52,46.68,56.26,25.328812,76.39645,Not Sealed,Perfect,350.0
INDENT27,Cluster27_Truck535,Customer27,Cluster27,18.25,37.24,23.91,39.74,28.76,13.15,15.241793,77.155473,Sealed,Good,350.0
INDENT927,Cluster27_Truck535,Customer927,Cluster27,21.32,9.67,9.3,37.44,52.16,20.33,14.858993,82.254856,Sealed,Good,350.0
INDENT2827,Cluster27_Truck535,Customer827,Cluster27,17.24,14.45,31.71,16.3,4.3,31.86,15.8245,72.75493,Sealed,Good,350.0
INDENT6127,Cluster27_Truck535,Customer127,Cluster27,41.89,29.49,58.58,30.4,32.66,14.09,10.91888,77.185832,Sealed,Good,350.0
INDENT6327,Cluster27_Truck535,Customer327,Cluster27,1.92,22.41,10.45,21.72,53.39,7.61,18.099345,78.059169,Sealed,Good,350.0
INDENT11227,Cluster27_Truck535,Customer1227,Cluster27,33.42,41.65,41.22,48.05,57.75,48.34,16.194816,81.797124,Sealed,Good,350.0
INDENT11327,Cluster27_Truck535,Customer1327,Cluster27,1.1,13.41,5.8,38.81,54.18,55.39,19.658837,70.451068,Not Sealed,Moderate,350.0
INDENT15827,Cluster27_Truck535,Customer1827,Cluster27,21.13,46.34,32.76,23.83,46.37,4.58,29.562146,76.704686,Not Sealed,Good,350.0
INDENT17927,Cluster27_Truck535,Customer1927,Cluster27,32.01,56.8,14.7,24.22,16.39,59.92,20.325255,79.4853,Not Sealed,Good,350.0
INDENT28,Cluster28_Truck550,Customer28,Cluster28,30.34,5.62,43.12,57.58,44.82,13.53,26.235969,76.787136,Not Sealed,Perfect,250.0
INDENT2428,Cluster28_Truck550,Customer428,Cluster28,10.02,22.07,44.96,55.19,23.41,49.11,18.532265,74.128172,Sealed,Good,250.0
INDENT8628,Cluster28_Truck550,Customer628,Cluster28,38.85,55.37,52.36,3.87,42.92,32.92,11.823902,82.5599,Not Sealed,Good,250.0
INDENT9328,Cluster28_Truck550,Customer1328,Cluster28,32.67,32.93,12.88,31.24,0.69,32.18,29.188019,85.666364,Sealed,Good,250.0
INDENT10828,Cluster28_Truck550,Customer828,Cluster28,27.32,48.3,1.57,37.5,59.37,18.3,13.297664,89.706881,Sealed,Good,250.0
INDENT13328,Cluster28_Truck550,Customer1328,Cluster28,54.67,12.94,45.92,47.52,35.83,44.08,13.481882,81.620376,Sealed,Good,250.0
INDENT15128,Cluster28_Truck550,Customer1128,Cluster28,35.17,18.38,6.48,10.98,5.09,9.79,22.462528,84.137946,Sealed,Good,250.0
INDENT29,Cluster29_Truck567,Customer29,Cluster29,24.31,37.1,29.34,3.86,59.39,21.86,23.943671,76.271385,Sealed,Good,360.0
INDENT429,Cluster29_Truck567,Customer429,Cluster29,17.88,43.75,18.5,45.08,35.14,58.37,12.40411,80.46852,Not Sealed,Bad,360.0
INDENT3429,Cluster29_Truck567,Customer1429,Cluster29,40.87,27.86,17.79,12.37,48.97,8.58,18.955601,83.072489,Sealed,Good,360.0
INDENT4129,Cluster29_Truck567,Customer129,Cluster29,41.18,51.54,11.71,27.62,30.95,33.29,22.42625,89.647529,Sealed,Good,360.0
INDENT6229,Cluster29_Truck567,Customer229,Cluster29,35.42,49.61,43.85,54.15,14.03,19.42,15.109845,72.648015,Not Sealed,Moderate,360.0
INDENT10129,Cluster29_Truck567,Customer129,Cluster29,11.23,52.88,35.61,52.64,17.61,58.25,17.838026,73.986044,Not Sealed,Perfect,360.0
INDENT10229,Cluster29_Truck567,Customer229,Cluster29,32.83,24.36,57.62,21.14,34.86,2.25,22.931657,77.903732,Sealed,Good,360.0
INDENT14429,Cluster29_Truck567,Customer429,Cluster29,19.44,19.03,39.83,26.06,16.63,2.24,20.570643,75.37384,Sealed,Good,360.0
INDENT14929,Cluster29_Truck567,Customer929,Cluster29,14.76,46.46,38.92,2.93,50.55,40.91,11.374117,77.998823,Sealed,Good,360.0
INDENT30,Cluster30_Truck586,Customer30,Cluster30,23.3,49.86,10.34,55.74,38.19,57.31,22.318212,81.570516,Sealed,Good,270.0
INDENT1830,Cluster30_Truck586,Customer1830,Cluster30,16.23,46.9,29.99,22.77,2.62,25.86,22.873863,80.531074,Sealed,Good,270.0
INDENT6730,Cluster30_Truck586,Customer730,Cluster30,12.28,35.3,34.68,22.36,2.75,14.01,12.742997,75.803343,Not Sealed,Moderate,270.0
INDENT11530,Cluster30_Truck586,Customer1530,Cluster30,14.71,1.36,33.56,12.72,23.47,25.42,19.986586,84.857627,Not Sealed,Good,270.0
INDENT13330,Cluster30_Truck586,Customer1330,Cluster30,54.2,11.11,30.07,7.83,38.33,53.66,12.464869,77.754481,Sealed,Good,270.0
INDENT16730,Cluster30_Truck586,Customer730,Cluster30,51.17,1.23,51.0,43.29,49.04,32.57,13.739935,79.385011,Not Sealed,Good,270.0
INDENT17830,Cluster30_Truck586,Customer1830,Cluster30,12.24,28.8,26.32,55.77,53.53,30.55,20.373514,79.008763,Sealed,Good,270.0
INDENT17930,Cluster30_Truck586,Customer1930,Cluster30,47.28,45.58,6.06,4.7,54.51,5.71,29.096018,87.267725,Sealed,Good,270.0
INDENT31,Cluster31_Truck616,Customer31,Cluster31,38.66,18.82,29.93,14.95,51.49,1.35,21.971482,88.128702,Sealed,Good,510.0
INDENT2331,Cluster31_Truck616,Customer331,Cluster31,48.19,47.3,51.99,11.67,13.36,29.31,21.691769,71.413965,Sealed,Good,510.0
INDENT2931,Cluster31_Truck616,Customer931,Cluster31,55.48,7.34,57.55,34.85,57.55,38.17,16.381972,75.918737,Not Sealed,Bad,510.0
INDENT4931,Cluster31_Truck616,Customer931,Cluster31,28.14,36.35,34.54,56.67,46.63,49.27,16.283823,84.657453,Sealed,Good,510.0
INDENT5431,Cluster31_Truck616,Customer1431,Cluster31,31.86,2.86,12.26,15.98,18.3,46.59,15.103847,71.514975,Not Sealed,Bad,510.0
INDENT7431,Cluster31_Truck616,Customer1431,Cluster31,9.72,52.91,47.52,33.41,49.66,54.98,12.089619,74.992692,Sealed,Good,510.0
INDENT8031,Cluster31_Truck616,Customer31,Cluster31,55.78,29.27,6.06,14.81,44.88,4.35,18.646984,82.008507,Not Sealed,Perfect,510.0
INDENT8231,Cluster31_Truck616,Customer231,Cluster31,48.9,38.77,15.87,45.22,59.27,23.89,28.391771,85.69838,Not Sealed,Moderate,510.0
INDENT13031,Cluster31_Truck616,Customer1031,Cluster31,15.55,10.9,41.88,15.91,14.85,16.9,25.158676,71.891079,Sealed,Good,510.0
INDENT14031,Cluster31_Truck616,Customer31,Cluster31,52.47,56.05,31.21,44.03,53.63,15.06,24.827973,85.898861,Sealed,Good,510.0
INDENT14731,Cluster31_Truck616,Customer731,Cluster31,20.45,39.82,17.13,15.02,11.82,50.89,16.623108,81.339493,Not Sealed,Moderate,510.0
INDENT14831,Cluster31_Truck616,Customer831,Cluster31,57.16,24.16,41.21,56.94,19.39,16.64,18.780475,86.736909,Sealed,Good,510.0
INDENT16831,Cluster31_Truck616,Customer831,Cluster31,2.31,47.43,4.01,18.51,7.08,35.02,23.951614,77.675528,Not Sealed,Perfect,510.0
INDENT17131,Cluster31_Truck616,Customer1131,Cluster31,36.59,15.87,10.41,53.83,48.93,2.91,23.920549,76.845741,Sealed,Good,510.0
INDENT32,Cluster32_Truck621,Customer32,Cluster32,38.5,54.1,44.57,44.88,21.21,28.35,23.299961,76.477012,Sealed,Good,200.0
INDENT2732,Cluster32_Truck621,Customer732,Cluster32,47.44,49.97,12.15,18.25,38.61,20.81,12.409908,85.020147,Sealed,Good,200.0
INDENT3332,Cluster32_Truck621,Customer1332,Cluster32,25.8,15.5,11.93,14.5,44.09,9.49,17.206021,76.99279,Not Sealed,Bad,200.0
INDENT6932,Cluster32_Truck621,Customer932,Cluster32,21.11,35.07,21.15,34.27,23.69,13.71,16.746185,73.383013,Not Sealed,Moderate,200.0
INDENT11232,Cluster32_Truck621,Customer1232,Cluster32,17.59,14.76,25.05,42.97,49.53,39.63,16.125595,72.313405,Not Sealed,Good,200.0
INDENT16032,Cluster32_Truck621,Customer32,Cluster32,33.29,17.57,25.76,32.31,22.83,40.54,15.105592,78.651837,Not Sealed,Bad,200.0
INDENT33,Cluster33_Truck641,Customer33,Cluster33,26.95,29.56,51.31,30.92,18.3,43.12,23.627317,71.35811,Not Sealed,Perfect,250.0
INDENT1433,Cluster33_Truck641,Customer1433,Cluster33,39.09,53.86,5.63,42.68,11.41,21.7,18.501887,78.629296,Sealed,Good,250.0
INDENT4233,Cluster33_Truck641,Customer233,Cluster33,2.56,22.23,2.12,2.36,52.75,30.18,10.29884,71.318447,Sealed,Good,250.0
INDENT5333,Cluster33_Truck641,Customer1333,Cluster33,53.95,0.72,35.89,0.6,4.74,6.97,20.398327,79.344962,Not Sealed,Good,250.0
INDENT5533,Cluster33_Truck641,Customer1533,Cluster33,13.83,2.8,25.37,40.25,28.35,17.12,24.148112,84.784737,Not Sealed,Good,250.0
INDENT12033,Cluster33_Truck641,Customer33,Cluster33,11.18,10.84,31.66,22.06,55.95,44.88,14.636503,80.908359,Not Sealed,Good,250.0
INDENT13533,Cluster33_Truck641,Customer1533,Cluster33,22.08,49.19,22.45,41.8,35.8,32.38,11.604073,80.502068,Sealed,Good,250.0
INDENT15333,Cluster33_Truck641,Customer1333,Cluster33,32.52,50.33,47.45,16.42,39.13,9.97,29.305474,76.896428,Sealed,Good,250.0
INDENT34,Cluster34_Truck679,Customer34,Cluster34,47.48,18.46,58.3,32.31,0.64,1.41,25.418105,87.128087,Sealed,Good,300.0
INDENT1534,Cluster34_Truck679,Customer1534,Cluster34,56.66,0.25,29.78,46.27,48.49,8.06,19.373497,78.370575,Sealed,Good,300.0
INDENT2134,Cluster34_Truck679,Customer134,Cluster34,41.81,54.68,20.65,39.42,25.4,26.14,27.26871,80.97077,Not Sealed,Perfect,300.0
INDENT3034,Cluster34_Truck679,Customer1034,Cluster34,20.72,10.81,59.01,39.82,32.32,21.82,20.919468,85.961108,Not Sealed,Bad,300.0
INDENT6734,Cluster34_Truck679,Customer734,Cluster34,11.95,12.67,46.45,24.29,41.7,38.42,17.782378,85.555488,Sealed,Good,300.0
INDENT7134,Cluster34_Truck679,Customer1134,Cluster34,37.38,31.63,16.16,55.08,43.58,27.13,12.175998,74.481274,Not Sealed,Bad,300.0
INDENT9334,Cluster34_Truck679,Customer1334,Cluster34,30.85,17.28,27.09,10.34,24.43,58.05,16.577845,72.077006,Sealed,Good,300.0
INDENT15734,Cluster34_Truck679,Customer1734,Cluster34,45.11,57.3,27.94,41.64,17.3,19.26,27.822858,81.782852,Sealed,Good,300.0
INDENT35,Cluster35_Truck693,Customer35,Cluster35,17.21,25.5,20.78,11.71,37.72,42.33,10.676171,85.522262,Not Sealed,Moderate,290.0
INDENT1635,Cluster35_Truck693,Customer1635,Cluster35,12.97,53.22,42.78,51.5,17.23,9.1,10.894234,76.59774,Sealed,Good,290.0
INDENT2235,Cluster35_Truck693,Customer235,Cluster35,12.26,55.24,23.64,37.59,54.87,53.28,24.635078,72.744197,Sealed,Good,290.0
INDENT2335,Cluster35_Truck693,Customer335,Cluster35,59.7,7.18,41.95,41.66,29.04,42.02,15.997943,81.129693,Sealed,Good,290.0
INDENT4835,Cluster35_Truck693,Customer835,Cluster35,53.21,18.75,50.31,35.01,36.3,52.52,15.158828,81.604792,Not Sealed,Bad,290.0
INDENT8435,Cluster35_Truck693,Customer435,Cluster35,37.68,58.43,50.56,27.87,30.22,18.31,11.449733,89.904358,Sealed,Good,290.0
INDENT10535,Cluster35_Truck693,Customer535,Cluster35,1.62,41.27,32.66,43.65,59.62,36.19,22.699623,82.347189,Sealed,Good,290.0
INDENT14535,Cluster35_Truck693,Customer535,Cluster35,42.54,17.53,12.38,13.68,10.9,31.81,29.765401,88.730531,Not Sealed,Good,290.0
INDENT36,Cluster36_Truck704,Customer36,Cluster36,4.51,25.43,28.75,20.56,35.08,50.49,17.005583,75.12556,Not Sealed,Perfect,420.0
INDENT1436,Cluster36_Truck704,Customer1436,Cluster36,35.72,1.51,56.75,55.85,34.32,56.28,17.400045,81.856542,Sealed,Good,420.0
INDENT2636,Cluster36_Truck704,Customer636,Cluster36,27.75,59.49,52.71,1.96,26.34,32.8,11.495756,88.135364,Not Sealed,Good,420.0
INDENT6036,Cluster36_Truck704,Customer36,Cluster36,56.3,33.4,34.31,9.69,37.2,11.39,23.938036,85.151033,Sealed,Good,420.0
INDENT8136,Cluster36_Truck704,Customer136,Cluster36,0.23,56.19,16.81,11.82,9.72,2.39,13.571209,71.128763,Sealed,Good,420.0
INDENT8836,Cluster36_Truck704,Customer836,Cluster36,14.29,13.49,44.36,49.99,12.13,40.79,18.962046,79.16623,Sealed,Good,420.0
INDENT10036,Cluster36_Truck704,Customer36,Cluster36,18.72,32.56,47.49,50.01,46.09,7.89,28.594825,79.535713,Not Sealed,Perfect,420.0
INDENT14736,Cluster36_Truck704,Customer736,Cluster36,41.02,36.61,41.26,20.52,11.27,21.83,12.318926,81.106587,Sealed,Good,420.0
INDENT14936,Cluster36_Truck704,Customer936,Cluster36,15.16,36.7,15.64,58.09,57.24,6.51,18.079216,86.077654,Not Sealed,Good,420.0
INDENT15036,Cluster36_Truck704,Customer1036,Cluster36,14.69,51.56,29.97,12.84,32.67,30.39,23.640258,77.157038,Not Sealed,Good,420.0
INDENT17536,Cluster36_Truck704,Customer1536,Cluster36,42.47,18.38,43.21,25.71,20.81,24.08,19.429777,73.489946,Not Sealed,Moderate,420.0
INDENT37,Cluster37_Truck734,Customer37,Cluster37,59.0,56.5,2.81,9.5,38.95,9.99,14.644414,75.780791,Not Sealed,Perfect,450.0
INDENT1237,Cluster37_Truck734,Customer1237,Cluster37,11.25,35.97,18.67,43.65,13.03,19.64,23.907268,70.533921,Sealed,Good,450.0
INDENT4337,Cluster37_Truck734,Customer337,Cluster37,22.53,3.61,16.58,38.82,52.34,8.95,14.648388,88.217947,Not Sealed,Bad,450.0
INDENT5837,Cluster37_Truck734,Customer1837,Cluster37,41.18,52.35,19.06,44.83,32.51,1.64,29.036986,88.487965,Not Sealed,Perfect,450.0
INDENT7537,Cluster37_Truck734,Customer1537,Cluster37,31.59,10.97,38.97,20.7,30.89,30.63,16.19026,78.197409,Not Sealed,Good,450.0
INDENT8637,Cluster37_Truck734,Customer637,Cluster37,45.8,5.64,24.88,21.59,57.67,29.36,15.8345,89.367887,Not Sealed,Perfect,450.0
INDENT9937,Cluster37_Truck734,Customer1937,Cluster37,48.41,2.0,10.93,0.36,18.75,56.91,13.464231,85.273722,Not Sealed,Good,450.0
INDENT13937,Cluster37_Truck734,Customer1937,Cluster37,49.71,3.86,50.4,42.12,59.71,58.06,11.370998,85.741313,Sealed,Good,450.0
INDENT14137,Cluster37_Truck734,Customer137,Cluster37,50.33,55.94,25.49,42.66,30.03,9.43,19.613069,89.500921,Not Sealed,Good,450.0
INDENT15237,Cluster37_Truck734,Customer1237,Cluster37,41.22,7.2,49.15,48.94,9.35,43.01,17.562902,83.428906,Sealed,Good,450.0
INDENT16037,Cluster37_Truck734,Customer37,Cluster37,39.29,27.69,25.62,46.99,29.12,8.89,21.430745,70.719261,Sealed,Good,450.0
INDENT38,Cluster38_Truck758,Customer38,Cluster38,15.89,4.68,2.36,43.95,9.76,2.23,17.918277,81.311,Not Sealed,Perfect,220.0
INDENT5938,Cluster38_Truck758,Customer1938,Cluster38,36.22,33.26,56.19,19.88,59.82,31.42,27.481527,84.657842,Not Sealed,Moderate,220.0
INDENT11538,Cluster38_Truck758,Customer1538,Cluster38,50.79,44.85,13.79,52.04,7.39,40.79,17.836651,81.888406,Not Sealed,Perfect,220.0
INDENT11638,Cluster38_Truck758,Customer1638,Cluster38,18.44,59.24,16.85,33.7,21.62,58.43,23.917356,81.663396,Not Sealed,Good,220.0
INDENT13638,Cluster38_Truck758,Customer1638,Cluster38,16.01,35.25,54.61,53.9,20.07,18.31,21.866614,86.639521,Sealed,Good,220.0
INDENT17238,Cluster38_Truck758,Customer1238,Cluster38,57.14,31.94,33.51,13.83,47.4,43.88,19.115374,75.090767,Sealed,Good,220.0
INDENT39,Cluster39_Truck763,Customer39,Cluster39,38.16,16.89,56.17,31.93,15.81,19.75,15.209477,76.893712,Not Sealed,Perfect,600.0
